,Date,Module,Hand,Time,Stroke,Key,Speed
285,2020-12-02,deck-the-halls_solo,right,1606951134.9597008,128,62,64
286,2020-12-02,deck-the-halls_solo,right,1606951135.4917006,177,64,0
287,2020-12-02,deck-the-halls_solo,right,1606951136.3667006,144,69,69
288,2020-12-02,deck-the-halls_solo,right,1606951137.0947006,144,67,55
289,2020-12-02,deck-the-halls_solo,right,1606951137.1457007,128,69,64
290,2020-12-02,deck-the-halls_solo,right,1606951137.3317008,144,66,58
291,2020-12-02,deck-the-halls_solo,right,1606951137.359701,128,67,64
292,2020-12-02,deck-the-halls_solo,right,1606951137.8177009,144,64,54
293,2020-12-02,deck-the-halls_solo,right,1606951137.8187008,128,66,64
294,2020-12-02,deck-the-halls_solo,right,1606951138.3247008,128,64,64
295,2020-12-02,deck-the-halls_solo,right,1606951138.3257008,144,62,49
296,2020-12-02,deck-the-halls_solo,right,1606951138.7917008,144,64,49
297,2020-12-02,deck-the-halls_solo,right,1606951138.820701,128,62,64
298,2020-12-02,deck-the-halls_solo,right,1606951139.3087008,144,66,39
299,2020-12-02,deck-the-halls_solo,right,1606951139.3547008,128,64,64
300,2020-12-02,deck-the-halls_solo,right,1606951140.9337008,128,66,64
301,2020-12-02,deck-the-halls_solo,right,1606951140.9367008,144,62,56
302,2020-12-02,deck-the-halls_solo,right,1606951142.0687008,144,64,53
303,2020-12-02,deck-the-halls_solo,right,1606951142.0917008,128,62,64
304,2020-12-02,deck-the-halls_solo,right,1606951142.2207007,144,66,39
305,2020-12-02,deck-the-halls_solo,right,1606951142.2257009,128,64,64
306,2020-12-02,deck-the-halls_solo,right,1606951142.467701,144,67,51
307,2020-12-02,deck-the-halls_solo,right,1606951142.476701,128,66,64
308,2020-12-02,deck-the-halls_solo,right,1606951142.7087011,128,67,64
309,2020-12-02,deck-the-halls_solo,right,1606951142.7177012,144,64,51
310,2020-12-02,deck-the-halls_solo,right,1606951142.9577012,144,66,47
311,2020-12-02,deck-the-halls_solo,right,1606951142.9767013,128,64,64
312,2020-12-02,deck-the-halls_solo,right,1606951143.5637012,144,64,59
313,2020-12-02,deck-the-halls_solo,right,1606951143.6127012,128,66,64
314,2020-12-02,deck-the-halls_solo,right,1606951143.8467011,128,64,64
315,2020-12-02,deck-the-halls_solo,right,1606951143.8517013,144,62,47
316,2020-12-02,deck-the-halls_solo,right,1606951144.2437012,144,61,46
317,2020-12-02,deck-the-halls_solo,right,1606951144.261701,128,62,64
318,2020-12-02,deck-the-halls_solo,right,1606951144.7117012,144,62,59
319,2020-12-02,deck-the-halls_solo,right,1606951144.7277012,128,61,64
320,2020-12-02,deck-the-halls_solo,right,1606951145.702701,128,62,64
321,2020-12-02,deck-the-halls_solo,right,1606951145.7547011,144,69,54
322,2020-12-02,deck-the-halls_solo,right,1606951146.462701,144,67,59
323,2020-12-02,deck-the-halls_solo,right,1606951146.478701,128,69,64
324,2020-12-02,deck-the-halls_solo,right,1606951146.728701,144,66,31
325,2020-12-02,deck-the-halls_solo,right,1606951146.8227012,128,67,64
326,2020-12-02,deck-the-halls_solo,right,1606951147.2317011,144,64,54
327,2020-12-02,deck-the-halls_solo,right,1606951147.2337012,128,66,64
328,2020-12-02,deck-the-halls_solo,right,1606951147.7407012,128,64,64
329,2020-12-02,deck-the-halls_solo,right,1606951147.7477012,144,62,43
330,2020-12-02,deck-the-halls_solo,right,1606951148.1807013,144,64,63
331,2020-12-02,deck-the-halls_solo,right,1606951148.2117012,128,62,64
332,2020-12-02,deck-the-halls_solo,right,1606951148.7337012,144,66,51
333,2020-12-02,deck-the-halls_solo,right,1606951148.7487013,128,64,64
334,2020-12-02,deck-the-halls_solo,right,1606951149.2187014,144,62,58
335,2020-12-02,deck-the-halls_solo,right,1606951149.2437015,128,66,64
336,2020-12-02,deck-the-halls_solo,right,1606951150.0547016,128,62,64
337,2020-12-02,deck-the-halls_solo,right,1606951150.0567017,144,64,58
338,2020-12-02,deck-the-halls_solo,right,1606951150.2947016,144,66,42
339,2020-12-02,deck-the-halls_solo,right,1606951150.3257015,128,64,64
340,2020-12-02,deck-the-halls_solo,right,1606951150.5357015,144,67,51
341,2020-12-02,deck-the-halls_solo,right,1606951150.5497015,128,66,64
342,2020-12-02,deck-the-halls_solo,right,1606951150.7847013,144,64,53
343,2020-12-02,deck-the-halls_solo,right,1606951150.7877014,128,67,64
344,2020-12-02,deck-the-halls_solo,right,1606951151.0367014,144,66,50
345,2020-12-02,deck-the-halls_solo,right,1606951151.0507014,128,64,64
346,2020-12-02,deck-the-halls_solo,right,1606951151.7707014,144,64,50
347,2020-12-02,deck-the-halls_solo,right,1606951151.8037014,128,66,64
348,2020-12-02,deck-the-halls_solo,right,1606951152.0287013,128,64,64
349,2020-12-02,deck-the-halls_solo,right,1606951152.0347013,144,62,50
350,2020-12-02,deck-the-halls_solo,right,1606951152.5307014,144,61,40
351,2020-12-02,deck-the-halls_solo,right,1606951152.5657015,128,62,64
352,2020-12-02,deck-the-halls_solo,right,1606951153.0847015,144,62,55
353,2020-12-02,deck-the-halls_solo,right,1606951153.1157014,128,61,64
354,2020-12-02,deck-the-halls_solo,right,1606951155.0077014,128,62,64
355,2020-12-02,deck-the-halls_solo,right,1606951155.3677013,144,64,64
356,2020-12-02,deck-the-halls_solo,right,1606951156.1017013,144,66,49
357,2020-12-02,deck-the-halls_solo,right,1606951156.2047012,128,64,64
358,2020-12-02,deck-the-halls_solo,right,1606951156.3697011,128,66,64
359,2020-12-02,deck-the-halls_solo,right,1606951156.3787012,144,67,49
360,2020-12-02,deck-the-halls_solo,right,1606951156.8897011,144,64,54
361,2020-12-02,deck-the-halls_solo,right,1606951156.8957012,128,67,64
362,2020-12-02,deck-the-halls_solo,right,1606951157.399701,144,66,46
363,2020-12-02,deck-the-halls_solo,right,1606951157.426701,128,64,64
364,2020-12-02,deck-the-halls_solo,right,1606951158.186701,144,67,60
365,2020-12-02,deck-the-halls_solo,right,1606951158.250701,128,66,64
366,2020-12-02,deck-the-halls_solo,right,1606951158.454701,144,69,67
